2020-10-06 20:44:42, hthfc4 Health of family and community is more important than a game of football Family and community health because it sounds like your life is 90 mins in the stadium xf0 x9f x98 x9c , phuzinspurs , ,1279,Thimphu 
2020-10-06 18:42:02, amitmalviya This is too much Mr Malviya calling Nehru coward Indira Gandhi Dictator and Rajeev Gandhi loser Before giving such comments atleast read some history books Please do not show your stupidity publicly , vikrantparate , ,29,Thimphu 
2020-10-06 18:33:47, RDXThinksThat RahulGandhi Biggest failure of this government is bringing arm forces in the politics This is the example , vikrantparate , ,29,Thimphu 
2020-10-06 18:26:00, MrsGandhi And how you people gets this data which is not available other than investigation team God knows or , vikrantparate , ,29,Thimphu 
2020-10-06 18:23:13, MrsGandhi Madam are you trying to say that whatever happened with victim is right she was deserving that , vikrantparate , ,29,Thimphu 
2020-10-06 18:17:23, Preparation for Better Tomorrow Eat Well amp Stay Healthy Stay Safe xf0 x9f x99 x8f Thimphu Bhutan https t co Tn2sju1JTz , bhutan majestic , ,1151,Thimphu 
2020-10-06 17:30:14, KiluMentorship The government has allowed Bhutan Duty Free Ltd to distribute tobacco products as a temporary measure during the COVID 19 pandemic The law stands as it is though It is still illegal to grow manufacture or sell tobacco products in Bhutan , Kinleyshering , ,2798,Thimphu 
2020-10-06 17:24:18, The recent flash flood in Trongsa according to some anonymous karmic experts in social media is a consequence of the government allowing the sale of tobacco products in the country Beat that logic xf0 x9f x98 x81 xf0 x9f x98 x81 tobacco bhutan beingbhutanese , Kinleyshering , tobacco bhutan beingbhutanese ,2798,Thimphu 
2020-10-06 17:19:54, JigsNews Guess I was the only applicant xf0 x9f x98 xad , zzezenn , ,2094,Thimphu 
2020-10-06 17:04:17, GakiTenzin Wow it beautiful place Place name , ChoklangTenzin , ,33,Thimphu 
2020-10-06 17:04:07, Just posted a photo BMT Happiness House https t co COBObFobfv , bhutan majestic , ,1151,Thimphu 
2020-10-06 16:16:09, Some positive news for our big brother https t co gagHnxaLCS , ChhedupSangay , ,1153,Thimphu 
2020-10-06 16:15:00, TRKarbaGhallay True Almost all our lives we don t understand and therefore we make wrong decisions , ChhedupSangay , ,1153,Thimphu 
2020-10-06 15:39:11, Covid has killed millions And yet you say it s not deadly , ChhedupSangay , ,1153,Thimphu 
2020-10-06 15:31:35, Before Justice RF Nariman Sr Adv Guru Krishnakumar asks if he xe2 x80 x99s audible J Nariman You xe2 x80 x99re audible you xe2 x80 x99re visible and you xe2 x80 x99re larger than life Krishnakumar In cricket terms it would be called xe2 x80 x9ca Yorker in the last over xe2 x80 x9d J Nariman It xe2 x80 x99s up to you to hit a 6 now https t co vVXkvrWw4N , ChhedupSangay , ,1153,Thimphu 
2020-10-06 14:47:05, Mr President https t co jezHOqAMt7 , ChhedupSangay , ,1153,Thimphu 
2020-10-06 14:36:13, There was no elaboration but he said this Covid 19 vaccine may be available by the year end https t co 6OM3tiaSeh , ChhedupSangay , ,1153,Thimphu 
2020-10-06 14:32:43, This is a shocking incident That is why we are hearing you We don t know if you have locus noted the CJI https t co bQ4hg3QQvk , ChhedupSangay , ,1153,Thimphu 
2020-10-06 14:32:19, emiliothaballer Ballislife Fckin ear bleed xf0 x9f x98 xa4 , dendup , ,31,Thimphu 
2020-10-06 14:30:35, This Covid 19 made me think and realise separation of power means working closely with each other Executive Judiciary and the Legislature working together for one common goal to combat this virus , ChhedupSangay , ,1153,Thimphu 
2020-10-06 14:20:43, Paddies in beautiful Paro valley almost ready for harvest Ringpung Dzong and Paro International Airport in the background https t co R1Y7vMzXzP , Khamsa , ,295,Thimphu 
2020-10-06 13:59:15, Inspiration https t co 3m83xVN9RJ , BrezzyNemo , ,16,Thimphu 
2020-10-06 13:19:26, Together in the fight against Covid 19 Today Government of India handed over a medical consignment containing a portable x ray machine to the Royal Government of Bhutan https t co gjPxfHGfeP PMBhutan MEAIndia FMBhutan BBSBhutan DechenwangmoM KuenselOnline , Indiainbhutan , Covid ,11579,Thimphu 
2020-10-06 12:58:30, Year in year out I m much honoured to be part of the RIM family Challenging but learning https t co 6mnG5ZBZ6W , ChhedupSangay , ,1153,Thimphu 
2020-10-06 12:34:36, DullinBlack 2nd day of drinking gallons of water xf0 x9f x98 xad , zzezenn , ,2094,Thimphu 
2020-10-06 11:04:45, BhutanWfp Congratulations for coming on live Cheers , binailama , ,527,Thimphu 
2020-10-06 10:48:03, Nature in its best xf0 x9f x8c xba peaceful rivermoore xf0 x9f x8d x81 https t co Y9hLng7nrq , OrjiDema , peaceful rivermoore ,252,Thimphu 
2020-10-06 10:35:24, Also discussed relations and ways to further strengthen the ties between Bhutan amp RoK Look forward to receiving Amb Lee in Bhutan soon , FMBhutan , ,4248,Thimphu 
2020-10-06 10:35:11, Pleased to have met virtually with Ambassador Lee Jung keun of the Republic of Korea to Bhutan today Congratulated him on his appointment as the Amb to Bhutan Conveyed RGoB s deep apreciation to RoK for their support to Bhutan to tackle the challenges of COVID 19 https t co NLWYHlpqEu , FMBhutan , ,4248,Thimphu 
2020-10-06 10:18:54, A very prestigious but complicated by election in Chhoekhor Tang https t co H8qEQyD0aH , TenzingLamsang , ,24608,Thimphu 
2020-10-06 10:13:38, ClimateChange ClimateEmergency ClimateChangeIsReal for that reason we need ClimateActionNow xf0 x9f x8c xb4 xf0 x9f x8d x81 xf0 x9f x8c xb5 SaveOurPlanet xf0 x9f xa6 x8b https t co lQIkpnHNrw , OrjiDema , ClimateChange ClimateEmergency ClimateChangeIsReal ClimateActionNow SaveOurPlanet ,252,Thimphu 
2020-10-06 08:24:04, GIC ground inauguration postponed to 2021 due to Covid 19 https t co NRRdPtdM5W https t co o9qVGPODfT , business bhutan , ,11247,Thimphu 
2020-10-06 08:10:27, More than 5 000 graduates to vie for 936 civil service slots https t co AoxacfolRW https t co 6lyFBwwg1Y , business bhutan , ,11247,Thimphu 
2020-10-06 07:59:02, Our favorite dj WALKERSKINGDOM number8 soonamwalker SoonamWalker PhotoGraphy sounds dj alanwalker alanwalkermusic alanwalkerlily alanwalkerfans https t co Wr43XBNk0k , soonamwalker , number8 soonamwalker SoonamWalker PhotoGraphy sounds dj alanwalker alanwalkermusic alanwalkerlily alanwalkerfans ,71,Thimphu 
2020-10-06 07:02:41, You may have your sights set on pursuing an upcoming promotion More for Virgo https t co ytH6jMhay1 , czdorji , ,2319,Thimphu 
2020-10-06 07:01:14, You are always seeking to expand your way of thinking and view More for Sagittarius https t co FfKav1h4Nc , kintsho bht , ,30,Thimphu 
2020-10-06 07:01:06, One of your greatest values is the ability to protect and prov More for Taurus https t co EECfQYA8HL , cixx67 , ,1508,Thimphu 
2020-10-06 07:00:15, You love connecting with others and with the chatty Gemini Mo More for Pisces https t co uojyhA9mo8 , LobzangYeshey1 , ,313,Thimphu 
2020-10-06 06:40:32, JigsNews Making myself more eligible xf0 x9f x98 x82 , zzezenn , ,2094,Thimphu 
2020-10-06 06:18:39, JigsNews Why you no like bhutanese xf0 x9f xa4 x94 , zzezenn , ,2094,Thimphu 
2020-10-06 06:06:48, JigsNews NOC not needed xf0 x9f x98 x9c You wanted bikini pics and non bhutanese , zzezenn , ,2094,Thimphu 
2020-10-06 06:00:07, World CP Day is an opportunity for the whole world to come together to recognise and celebrate the people around the world living with cerebral palsy Join GSTH today by uploading a picture wearing something green and tagging us with the hashtag lightitupgreenbhutan https t co sD4GDjApiW , ShapersThimphu , lightitupgreenbhutan ,23,Thimphu 
2020-10-06 05:57:26, JigsNews Not eligible for the above mentioned post la xf0 x9f x98 xad , zzezenn , ,2094,Thimphu 
2020-10-06 05:49:03, BharatKoJaniye Mock Quiz The art work of which event from Hindu mythology can be seen at Bangkok Airport xf0 x9f x87 xb9 xf0 x9f x87 xad a Rama s war with Ravana b Churning of the Ocean c Vishnu decending on earth d Krishna lifting Mount Govardhan Join https t co W8yhrOUUqr OIA MEA https t co OtxQtxjYov , Indiainbhutan , BharatKoJaniye ,11579,Thimphu 
2020-10-06 05:47:23, In The Service Of TSA WA SUM King Country amp People Thimphu Bhutan https t co 922WDaCq6M , bhutan majestic , ,1151,Thimphu 
2020-10-06 05:25:11, Covid 19 update from Bhutan xf0 x9f x87 xa7 xf0 x9f x87 xb9 Wearing Mask is Mandatory maintain Social Distance use Druk Trace mobile app Wash Hands often Stay Safe xf0 x9f x99 x8f COVID19 BMT Happiness House https t co CjoEB5s6aF , bhutan majestic , Covid COVID19 ,1151,Thimphu 
2020-10-06 05:20:50, On this joyous Birth Anniversary of HRH Prince Khamsum Singye Wangchuck I would like to wish His Highness a very Happy Birthday and offer my prayer for good health and long life https t co eHz69MxQVR , FMBhutan , ,4248,Thimphu 
2020-10-06 05:05:31, Manage your Home amp Office Network Effortlessly with our 4G LTE Router Now Available Learn More https t co 5xERWkAht0 4GRouter Broadband tashicell https t co 31Ikhac3dw , TashiCell , 4GRouter Broadband tashicell ,1829,Thimphu 
2020-10-06 04:43:10, More than 1 million runners participated for the WILD RUN campaign for Tigers Elephants and Pangolin A tiger from Bhutan Tendrel Zam was featured in the Adidas Runtastic app along with Adjany an elephant and Pamoja Pangolin https t co tRPKcVudns https t co lTiEWDsyYL , moafbhutan , ,493,Thimphu 
2020-10-06 04:36:53, risky7204 Don xe2 x80 x99t ask stupid questions , TenzingLamsang , ,24608,Thimphu 
2020-10-06 04:33:51, Organic potatoes surpass yield expected https t co G3YcLyKQ7v https t co KRVHpfJT63 , business bhutan , ,11247,Thimphu 
2020-10-06 04:27:12, mattgaetz Great encouragement for the Bible hugging and gun loving LGBTQ Community , TenzingLamsang , ,24608,Thimphu 
2020-10-06 04:14:36, Bhutanese willing to go back to work in the Middle East https t co HHNuZKLcm3 https t co T5TUhvrFRq , business bhutan , ,11247,Thimphu 
2020-10-06 04:06:49, Southern Bhutan under smart lockdown to control COVID 19 spread Health Minister https t co BdN81rfYlg https t co 0NQnC1Bij1 , business bhutan , ,11247,Thimphu 
2020-10-06 04:06:48, InvestInIndia Clean Technica Tesla could come to India in 2021 Here is the link https t co eViyUOOOpU PMOIndia MEAIndia IndianDiplomacy PIB India WIONews livemint PBNS India DDNewslive , Indiainbhutan , InvestInIndia ,11579,Thimphu 
2020-10-06 04:06:18, In centuries past the Chinese thought their sovereign had a right to rule xe2 x80 x98all under Heaven xe2 x80 x99 Due to realities of tech amp distance China xe2 x80 x99s reach usually remained regional But now in the age of globalization Beijing xe2 x80 x99s influence may achieve that lofty goal https t co jJyhLSAqX3 , TenzingLamsang , ,24608,Thimphu 
2020-10-06 04:00:20, A snapshot of Geographical Indicators of India GI PMOIndia MEAIndia investindia DIPPGOI IndianDiplomacy DoC GoI PIB India KuenselOnline BBSBhutan business bhutan https t co xwlJ7U1n68 , Indiainbhutan , GI ,11579,Thimphu 
2020-10-06 03:57:55, Still struggling to get the perfect latte art Anyways the new sipsoo coffee beans from ambientcafe are great loveforcoffee sipsoocoffee madeinbhutan Thimphu Bhutan https t co neMt8egoVE , bharatbugss , loveforcoffee sipsoocoffee madeinbhutan ,64,Thimphu 
2020-10-06 03:57:48, InvestInIndia NewIndia attracted the largest pool of FDI in xe2 x9e xa1 xef xb8 x8f ICT Services xe2 x9e xa1 xef xb8 x8f Telecommunications xe2 x9e xa1 xef xb8 x8f Construction For more visit https t co GhghMmCzrB IndiaMeansBusiness PMOIndia PMBhutan FMBhutan BhutanMoea PIB India MEAIndia IndianDiplomacy DIPPGOI https t co TdYnRTvQK1 , Indiainbhutan , InvestInIndia NewIndia IndiaMeansBusiness ,11579,Thimphu 
2020-10-06 03:17:14, Covid19Update Bhutan A 31 year old male returnee from Nepal tests positive while in quarantine in Phuntsholing taking the total positive case for Bhutan to 299 With 11 recovered the active case for Bhutan is 51 , kuenzakarma , Covid19Update Bhutan Nepal Phuntsholing Bhutan ,1404,Thimphu 
2020-10-06 01:51:03, XangitaR I can t imagine xf0 x9f x98 x96 xf0 x9f x98 x96 , zzezenn , ,2094,Thimphu 
2020-10-06 01:50:23, JigsNews UgyenNorten3 I will definitely seek professional help from you incase of another constipation xf0 x9f x98 x82 xf0 x9f x98 x82 , zzezenn , ,2094,Thimphu 
2020-10-05 22:36:09, Leonard Zelig ShaneBrown464 LADodgers777 joerogan YouTube Every successful person f s up in life JOE just owns it We look upto him because of that He improves himself and self reflects which a lot of famous people doesnt , chunjurrinchhen , ,178,Thimphu 
2020-10-05 17:57:51, On behalf of Business Bhutan family we would like to wish HRH Prince Khamsum Singye Wangchuck a HAPPY BIRTH ANNIVERSARY and offer our prayers amp healthy life https t co iXUhrHa6qK , business bhutan , ,11247,Thimphu 
2020-10-05 17:53:43, sarahmarb He is jealous because RG is taking law and order issue of UP only not his own state Bihar , vikrantparate , ,29,Thimphu 
2020-10-05 17:42:43, UgyenNorten3 Diarrhea is much better xf0 x9f xa4 xa3 , zzezenn , ,2094,Thimphu 
2020-10-05 17:36:36, UgyenNorten3 All I did today is drink water and water xf0 x9f xa4 xa6 , zzezenn , ,2094,Thimphu 
2020-10-05 17:36:16, ArmenianBeast Ironically I also go by The Tree of Thimphu https t co 6ezYEXONFp , BhutanBeast , ,38,Thimphu 
2020-10-05 17:18:15, SaketGokhale Next Mahatma Gandhi amp Sardar Patel were AAP members Not Pandit Nehru as he is reserved for BJP and AAP is a B team of BJP , vikrantparate , ,29,Thimphu 
2020-10-05 17:13:48, SaketGokhale His next comment will be AAP fought vigorous struggle against Britishers and brought freedom , vikrantparate , ,29,Thimphu 
2020-10-05 17:13:06, dawapenjor Great job xf0 x9f x91 x8d Proud of u Doro , tsnamgyal , ,33,Thimphu 
2020-10-05 17:05:09, 2 2 Turks have never recognized it as a genocide or apologized for it but to now back a much bigger Azerbaijan against tiny Armenia is quite something else Used to feel sorry for Turkey not being allowed into EU despite being a moderate Islamic nation Now I understand why , TenzingLamsang , ,24608,Thimphu 
2020-10-05 17:00:05, 1 2 How tone deaf amp insensitive can Turkey be in the Armenian Azerbaijan conflict Ottoman Empire killed around 800 000 to 1 5 mn Armenians in a genocide from 1914 18 Armenian total population was 1 7 to 1 9 mn Now they aggressively back Azerbaijan amp are fueling the conflict , TenzingLamsang , ,24608,Thimphu 
2020-10-05 16:53:19, SkySportsNews Having dejavu when manchester united downgraded from Cristiano Ronaldo to Gabriel obertan , samtendorji , ,407,Thimphu 
2020-10-05 16:43:13, GakiTenzin Student life is golden life , ChoklangTenzin , ,33,Thimphu 
2020-10-05 16:41:15, UP CM Yogi is seen as the next big political thing amp possible successor after PM Modi So far he has been a rabid rabbit who does not know when to stop digging xe2 x80 x98International plots xe2 x80 x99 now in Hathras A gift who keeps giving for Opposition amp has resurrected Gandhis amp Congress , TenzingLamsang , ,24608,Thimphu 
2020-10-05 16:35:23, ToriTidwell AmandaMGoetz That xe2 x80 x99s beautiful ladies xf0 x9f x91 x8d xf0 x9f x91 x8c xf0 x9f x91 x8f But wassup w d dude in 2 socks xf0 x9f xa4 x94 , tsnamgyal , ,33,Thimphu 
2020-10-05 16:12:25, Constipation is painful xf0 x9f x98 x85 xf0 x9f x98 x82 , zzezenn , ,2094,Thimphu 
2020-10-05 15:19:41, Startups have found a way to make one of the most dispiriting human activities even more demoralizing https t co wqiqnoz6kG , ChhedupSangay , ,1153,Thimphu 
2020-10-05 15:15:13, India aiming to make a global hub of artificial intelligence https t co 7s6S1TbLlv , ChhedupSangay , ,1153,Thimphu 
2020-10-05 15:14:03, If Cambridge is to include the word Trumpish in their English Dictionary What would it mean , ChhedupSangay , ,1153,Thimphu 
2020-10-05 14:41:30, Good number Of restaurant in the capital keep this on the table to clean hands plates and mugs Are we using it rightly https t co bO1wKOE8JB , Tobgay3 , ,111,Thimphu 
2020-10-05 14:31:54, Friends of Frontliners support frontline workers with cash and kinds Sarpang https t co WVnFMB89Qm , dawapenjor , ,1298,Thimphu 
2020-10-05 14:29:17, Was going through my daughter s class assignment report amp realized only 4 students of the total 24 in the class had two names The rest had three Quite a shift in the way the new generation of parents name their kids A majority of our generation go by two names amp some even one , Kinleyshering , ,2798,Thimphu 
2020-10-05 14:23:05, Friends of frontliners https t co 3ZvyWgR2Sr , dawapenjor , ,1298,Thimphu 
2020-10-05 14:02:07, Government launches National Credit Guarantee Scheme in order to sustain investments and also to enhance access to finance https t co gy3a0wXubD Bhutan , sangaykhandu , Bhutan ,8070,Thimphu 
2020-10-05 13:39:31, Govt launches National Credit Gaurantee Scheme to revitalize the economy boost investments in productive sectors and create jobs Through this scheme the govt will gaurantee debt financing of projects up to Nu 30m through three banks BoB BDB amp CSI Bank https t co K4MWQdh2xY , Kinleyshering , ,2798,Thimphu 
2020-10-05 12:59:52, KNOW YOUR CANDIDATE from Choekhor Tang constituency Bumthang https t co SNfjjsVRyV , business bhutan , ,11247,Thimphu 
2020-10-05 12:59:38, India s new paper Covid 19 test could be a xe2 x80 x98game changer xe2 x80 x99 https t co XFH670term , sangaykhandu , ,8070,Thimphu 
2020-10-05 12:27:16, This kid will break a lot of hearts xf0 x9f xa4 xa3 https t co QLsSvL40fn , BidhaChencho , ,115,Paro 
2020-10-05 12:22:03, Do love and care your C a t s https t co WbELdehfMy cats number8 soonamwalker SoonamWalker PhotoGraphy animales lovers animallover care life beautiful feelings alanwalker music dj wow feelinggood https t co CW31qjGBts , soonamwalker , cats number8 soonamwalker SoonamWalker PhotoGraphy animales lovers animallover care life beautiful feelings alanwalker music dj wow feelinggood ,71,Thimphu 
2020-10-05 11:07:53, Sundarwashi5 Happy birthday greetings https t co 3Nrn6mxiok , RDORJE , ,318,Thimphu 
2020-10-05 11:06:21, Sundarwashi5 RishabhPant17 Happy birthday greetings from Bhutan , RDORJE , ,318,Thimphu 
2020-10-05 10:56:31, Thanks Dusty You served us well xf0 x9f x98 x8a i5h0r1 our first ever car Jan 2015 now sold Oct 2020 firstcarsold xe2 x9c x8c GIC Bhutan Reinsurance Co Ltd https t co BiEfGPOxNB , ManoJonaM , firstcarsold ,183,Thimphu 
2020-10-05 10:54:43, Yes we all must be FreeToBeOnline xe2 x9c x8c stopviolenceagainstwomen GirlPower humanity RespectWomen xf0 x9f x91 xb8 xf0 x9f x91 xa9 xe2 x80 x8d xf0 x9f x91 xa7 xe2 x80 x8d xf0 x9f x91 xa7 https t co n1BfODMY3W , OrjiDema , FreeToBeOnline stopviolenceagainstwomen GirlPower humanity RespectWomen ,252,Thimphu 
2020-10-05 09:33:28, China has been and still is Myanmar xe2 x80 x99s biggest trading partner investor and beneficiary Myanmar also joined the belt and road Yes a few hiccups here and there and Myanmar would like reliable counterweights in Japan and India but it still has very close ties with China https t co Op6GOLO2k2 , TenzingLamsang , ,24608,Thimphu 
2020-10-05 09:27:15, Dawa 42 year old former BBS journalist from Tang to re contest the National Assembly election from Chhoekhor Tang constituency in Bumthang https t co 7JX23eHEJQ , chenchoDema1 , ,784,Thimphu 
2020-10-05 09:21:09, DNT finally declaring their Chhoekhor Tang constituency candidate Dawa 42 is the candidate https t co A9Mcjn4MYK , chenchoDema1 , ,784,Thimphu 
2020-10-05 07:40:24, Spare a thought for the secret service guy carrying an actively infectious Trump in the same airtight vehicle only because Trump wanted to wave at his supporters and head back to the Hospital A bad leader is also a bad human being https t co erNkZx5siG , TenzingLamsang , ,24608,Thimphu 
2020-10-05 07:35:55, Blessed we Bhutanese are Long Live The Great Fourth xf0 x9f x99 x8f xf0 x9f x99 x8f xf0 x9f x99 x8f Long Live The People xe2 x80 x99s King xf0 x9f x99 x8f xf0 x9f x99 x8f xf0 x9f x99 x8f Palden Drukpa Gyalo BMT Happiness House https t co Jzzqtl8Nz5 , bhutan majestic , ,1151,Thimphu 
2020-10-05 07:24:00, Reminder Bhutan National Bank https t co BHMblb3cvv , business bhutan , ,11247,Thimphu 
2020-10-05 07:02:49, dhume sunetrac kakoligdastidar Uppolice This logic would let off rioters mobsters and assassins too , TenzingLamsang , ,24608,Thimphu 
2020-10-05 07:02:34, Your active mind is always up for a challenge and today is a More for Virgo https t co ytH6jMhay1 , czdorji , ,2319,Thimphu 
2020-10-05 07:01:12, Your mind is on your money and money is on your mind If you f More for Sagittarius https t co FfKav1h4Nc , kintsho bht , ,30,Thimphu 
2020-10-05 07:01:05, You may be feeling a bit bogged down with your responsibilitie More for Taurus https t co EECfQYA8HL , cixx67 , ,1508,Thimphu 
2020-10-05 07:00:16, It can be hard to speak up when someone does something to hurt More for Pisces https t co uojyhA9mo8 , LobzangYeshey1 , ,313,Thimphu 
2020-10-05 06:52:31, We are confident if there is a second wave of Covid 19 Health Minister https t co iloGqJaCPI https t co QdWa20YK4L , business bhutan , ,11247,Thimphu 
2020-10-05 06:50:54, Use less to save more worldenergyefficiencyday saveenergy protecttheenvironment savetheworld savemoney lessismore switchasia https t co CHUjkcTcRm , abto bhutan , worldenergyefficiencyday saveenergy protecttheenvironment savetheworld savemoney lessismore switchasia ,202,Thimphu 
2020-10-05 06:25:16, PM narendramodi dedicates World xe2 x80 x99s longest highway tunnel AtalTunnel to the Nation Here are the key highlights from his address AtalTunnel PMOIndia MEAIndia MORTHIndia IndianDiplomacy PIB India FMBhutan PBNS India DDNewslive https t co YeG7iUjTdv , Indiainbhutan , AtalTunnel AtalTunnel ,11579,Thimphu 
2020-10-05 06:13:46, A report and a photo story published in the Journalist newspaper on the special function held as part of the Grand Finale of the 150th Birth Anniversary celebrations of MahatmaGandhi held at the India House Auditorium on 2 October 2020 MahatmaGandhi GandhiJayanti PMOIndia https t co tO2kChMZpD , Indiainbhutan , MahatmaGandhi MahatmaGandhi GandhiJayanti ,11579,Thimphu 
2020-10-05 06:04:44, Its October 5th and world teacher s day xe2 x9d xa4 Aspiring to become a great one xf0 x9f x98 x81 , BidhaChencho , ,115,Paro 
2020-10-05 05:05:56, Business Bhutan report on the special function of Gandhi 150 birth anniversary celebrations held on 2 October 2020 at the India House Auditorium MahatmaGandhi PMOIndia MEAIndia IndianDiplomacy DrSJaishankar PIB India business bhutan PBNS India DDNewslive ICCR Delhi https t co JPcqaj6TUt , Indiainbhutan , MahatmaGandhi ,11579,Thimphu 
2020-10-05 04:40:54, ImranKhanPTI Happy birthday PM Khan https t co PyMYLZw1fB , SyedSaa1 , ,1525,Thimphu 
2020-10-05 04:08:47, Covid 19 update from Bhutan xf0 x9f x87 xa7 xf0 x9f x87 xb9 Wearing Mask is Mandatory maintain Social Distance use Druk Trace mobile app Wash Hands often Stay Safe xf0 x9f x99 x8f COVID19 BMT Happiness House https t co 3FfClq4D7D , bhutan majestic , Covid COVID19 ,1151,Thimphu 
2020-10-05 03:49:25, Now Available as both prepaid amp postpaid plans The 25 to 50 bonus on all data plans is still valid Learn More https t co teXZ9gusjW tashicell prepaidplans Postpaid bhutan https t co 6pWbr2P17y , TashiCell , tashicell prepaidplans Postpaid bhutan ,1829,Thimphu 
2020-10-05 03:48:04, Covid19Update Bhutan 15 NEW CASES 10 IMTRAT personnel in Phuntsholing 4 expatriate workers from India in Paro 1 Bhutanese returnee from MiddleEast at Thimphu , kuenzakarma , Covid19Update Bhutan IMTRAT Phuntsholing India Paro MiddleEast Thimphu ,1404,Thimphu 
2020-10-05 03:39:11, The Hon ble Sanam Lyonpo was in Trongsa to visit the recently occurred flash flood sites at Bjeezam Nubi gewog https t co AC0V60O892 https t co AzfMXuAIoS , moafbhutan , ,493,Thimphu 
2020-10-05 03:06:57, Product made in Bhutan Women traditional wallet maroon with yellow motif by RENEW xe2 x8f xa9 https t co nRp55qxoEU https t co Uzl4MLlAUn , Druksell1 , ,1,Thimphu 
2020-10-05 01:23:19, TRKarbaGhallay gyeltsay thank you xf0 x9f x98 x8a , ha na 08 , ,904,Thimphu 
2020-10-05 01:14:19, aigubingung done xf0 x9f x8c xbb , kkamjagii , ,376,Thimphu 
2020-10-05 00:25:51, xlafkyuna morniing xf0 x9f x8c xbb , kkamjagii , ,376,Thimphu 
2020-10-04 21:10:52, Sunday biking for good physical health 47 Kilometers covered Never giving up for being one of the kidney transplant recipients in the country https t co Y7SIgDRLba , tashinamgay777 , ,268,Thimphu 
2020-10-04 20:58:45, Back to Twitter Let me try this time , tashinamgay777 , ,268,Thimphu 
2020-10-04 20:50:54, TooGoodFPL Did you transfer foden to grealish or you didn t transfer , DeependraKoira5 , ,23,Thimphu 
2020-10-04 20:16:32, Kloppholic It s not only Adrian the defense themselves were very sloppy today , Sonam Tshoks , ,22,Thimphu 
2020-10-04 20:13:26, Jack Grealish was phenomenal last season against Liverpool He showed the same desire and hunger today xf0 x9f x8e xaf 3 assists xe2 x9a xbd xef xb8 x8f 2 goals for him What a player Liverpool not only beaten beaten black and blue A complete destruction AVLLIV , ChhedupSangay , AVLLIV ,1153,Thimphu 
2020-10-04 19:57:39, Dozo phub True Good to lose today Klopp will learn lesson Not good enough , ChhedupSangay , ,1153,Thimphu 
2020-10-04 19:55:35, Commentators say last time Liverpool conceded 7 goals was in 1963 when beaten by Spurs 57 years ago , ChhedupSangay , ,1153,Thimphu 
2020-10-04 19:51:55, Oh my What s happening https t co C7ld1AyRXY , ChhedupSangay , ,1153,Thimphu 
2020-10-04 19:51:46, LFC Throw away Andrew , RetnaTravels , ,112,Thimphu 
2020-10-04 19:49:46, Liverpool back to its loosing ways Credit to Aston Villa They are phenomenal against the lazy and sloppy Liverpool AVLLIV , ChhedupSangay , AVLLIV ,1153,Thimphu 
2020-10-04 19:44:07, Roberto Firmino was absolute crap AVLLIV , ChhedupSangay , AVLLIV ,1153,Thimphu 
2020-10-04 19:43:27, LFC Humiliation score Take it Liverpool , RetnaTravels , ,112,Thimphu 
2020-10-04 19:43:08, 3 deflections All three goals Absolutely crap AVLLIV , ChhedupSangay , AVLLIV ,1153,Thimphu 
2020-10-04 19:38:36, LFC Yes Gomez made so many mistake today , RetnaTravels , ,112,Thimphu 
2020-10-04 19:32:47, LFC Replace Gomez , RetnaTravels , ,112,Thimphu 
2020-10-04 19:16:50, Captain xf0 x9f x98 x8d xf0 x9f x98 x8d xf0 x9f x98 x8d xf0 x9f x98 x8d https t co PTrxgQQWF6 , phuzinspurs , ,1279,Thimphu 
2020-10-04 19:12:35, VAR is crap AVLLIV https t co RlcUimCE0y , ChhedupSangay , AVLLIV ,1153,Thimphu 
2020-10-04 19:09:00, Goalie is crap Defence is crap Midfield is crap Front three is crap No Mane No Man AVLLIV , ChhedupSangay , AVLLIV ,1153,Thimphu 
2020-10-04 19:07:07, LFC Very mediocre play from Liverpool Disappointed , Sonam Tshoks , ,22,Thimphu 
2020-10-04 19:06:02, Flav Bateman NL IS OURS The guy with the smirk on his face when Evra quit on live television his face will be worth a watch at half time xf0 x9f x98 x8b , phuzinspurs , ,1279,Thimphu 
2020-10-04 19:04:07, This is the best tweet of the week https t co jVrAgvDVBW , phuzinspurs , ,1279,Thimphu 
2020-10-04 19:03:39, And we thought MNUTOT 1 6 was all we had for tonite AVLLIV goals everywhere , JagatAd72667033 , MNUTOT AVLLIV ,4,Thimphu 
2020-10-04 19:00:34, WhiteHartKane Challenge them xf0 x9f x99 x84 I will say it again No team in the top 5 can handle us this season , phuzinspurs , ,1279,Thimphu 
2020-10-04 18:09:32, He must increase but I must decrease xe2 x80 x9d John 3 30 ESV https t co 4IAtGz80KE , GenuineShadow , ,372,Thimphu 
2020-10-04 18:07:59, Tim and Owen wants ole out xf0 x9f x91 x8b xf0 x9f x91 x8b xf0 x9f x91 x8b xf0 x9f x91 x8b xf0 x9f x91 x8b xf0 x9f x91 x8b , phuzinspurs , ,1279,Thimphu 
2020-10-04 17:46:07, TottenhamFC93 The lower teams are our problem Top 5 definitely can xe2 x80 x99t handle us Wait until the skys fav team gets thrashed by us , phuzinspurs , ,1279,Thimphu 
2020-10-04 17:42:08, TottenhamFC93 Told all my friends top 5 teams can xe2 x80 x99t handle spurs this season , phuzinspurs , ,1279,Thimphu 
